,k,date,value,var,type
1548,Regency - Tanglewood - Marquee - Wildwood,2027-07-01,878.685175800199,r,sdownside
1549,Regency - Tanglewood - Marquee - Wildwood,2027-10-01,878.1313921861326,r,sdownside
1550,Regency - Tanglewood - Marquee - Wildwood,2028-01-01,887.559128679238,r,sdownside
1551,Regency - Tanglewood - Marquee - Wildwood,2028-04-01,900.0173731942817,r,sdownside
1552,Regency - Tanglewood - Marquee - Wildwood,2028-07-01,901.0502073089415,r,sdownside
1553,Regency - Tanglewood - Marquee - Wildwood,2028-10-01,900.5280572056654,r,sdownside
1554,Sutton Place,2023-10-01,842.8843412202657,r,sdownside
1555,Sutton Place,2024-01-01,843.2952774454799,r,sdownside
1556,Sutton Place,2024-04-01,835.1007194365039,r,sdownside
1557,Sutton Place,2024-07-01,816.4004907626097,r,sdownside
1558,Sutton Place,2024-10-01,797.9757962332405,r,sdownside
1559,Sutton Place,2025-01-01,786.7019242700156,r,sdownside
1560,Sutton Place,2025-04-01,777.8503930025482,r,sdownside
1561,Sutton Place,2025-07-01,767.1530088004286,r,sdownside
1562,Sutton Place,2025-10-01,758.9491447700882,r,sdownside
1563,Sutton Place,2026-01-01,759.192994826906,r,sdownside
1564,Sutton Place,2026-04-01,761.6012244639094,r,sdownside
1565,Sutton Place,2026-07-01,760.9327972331143,r,sdownside
1566,Sutton Place,2026-10-01,761.08515647745,r,sdownside
1567,Sutton Place,2027-01-01,768.3964886965034,r,sdownside
1568,Sutton Place,2027-04-01,776.3700840997598,r,sdownside
1569,Sutton Place,2027-07-01,779.5511377211685,r,sdownside
1570,Sutton Place,2027-10-01,781.8844827678904,r,sdownside
1571,Sutton Place,2028-01-01,790.4475646802173,r,sdownside
1572,Sutton Place,2028-04-01,798.8770157540341,r,sdownside
1573,Sutton Place,2028-07-01,801.9210927592734,r,sdownside
1574,Sutton Place,2028-10-01,803.9459468186981,r,sdownside
1575,Turks (Approx) - Miami S. Beach 5 stars,2023-10-01,5015.261253065663,r,sdownside
1576,Turks (Approx) - Miami S. Beach 5 stars,2024-01-01,5015.150633397564,r,sdownside
1577,Turks (Approx) - Miami S. Beach 5 stars,2024-04-01,4905.771746549377,r,sdownside
1578,Turks (Approx) - Miami S. Beach 5 stars,2024-07-01,4834.028023958957,r,sdownside
1579,Turks (Approx) - Miami S. Beach 5 stars,2024-10-01,4796.828703946235,r,sdownside
1580,Turks (Approx) - Miami S. Beach 5 stars,2025-01-01,4635.892236443777,r,sdownside
1581,Turks (Approx) - Miami S. Beach 5 stars,2025-04-01,4507.837255294832,r,sdownside
1582,Turks (Approx) - Miami S. Beach 5 stars,2025-07-01,4515.762223611155,r,sdownside
1583,Turks (Approx) - Miami S. Beach 5 stars,2025-10-01,4264.585072474864,r,sdownside
1584,Turks (Approx) - Miami S. Beach 5 stars,2026-01-01,4281.807501499068,r,sdownside
1585,Turks (Approx) - Miami S. Beach 5 stars,2026-04-01,4403.378666111247,r,sdownside
1586,Turks (Approx) - Miami S. Beach 5 stars,2026-07-01,4462.53650578918,r,sdownside
1587,Turks (Approx) - Miami S. Beach 5 stars,2026-10-01,4416.069663545954,r,sdownside
1588,Turks (Approx) - Miami S. Beach 5 stars,2027-01-01,4503.619795965299,r,sdownside
1589,Turks (Approx) - Miami S. Beach 5 stars,2027-04-01,4575.452172999411,r,sdownside
1590,Turks (Approx) - Miami S. Beach 5 stars,2027-07-01,4595.670180144032,r,sdownside
1591,Turks (Approx) - Miami S. Beach 5 stars,2027-10-01,4607.511877835887,r,sdownside
1592,Turks (Approx) - Miami S. Beach 5 stars,2028-01-01,4668.17699225778,r,sdownside
1593,Turks (Approx) - Miami S. Beach 5 stars,2028-04-01,4733.144850057477,r,sdownside
1594,Turks (Approx) - Miami S. Beach 5 stars,2028-07-01,4738.592051050589,r,sdownside
1595,Turks (Approx) - Miami S. Beach 5 stars,2028-10-01,4731.671660364361,r,sdownside
1596,el retiro Farm,2023-10-01,,r,sdownside
1597,el retiro Farm,2024-01-01,,r,sdownside
1598,el retiro Farm,2024-04-01,,r,sdownside
1599,el retiro Farm,2024-07-01,,r,sdownside
1600,el retiro Farm,2024-10-01,,r,sdownside
1601,el retiro Farm,2025-01-01,,r,sdownside
1602,el retiro Farm,2025-04-01,,r,sdownside
1603,el retiro Farm,2025-07-01,,r,sdownside
1604,el retiro Farm,2025-10-01,,r,sdownside
1605,el retiro Farm,2026-01-01,,r,sdownside
1606,el retiro Farm,2026-04-01,,r,sdownside
1607,el retiro Farm,2026-07-01,,r,sdownside
1608,el retiro Farm,2026-10-01,,r,sdownside
1609,el retiro Farm,2027-01-01,,r,sdownside
1610,el retiro Farm,2027-04-01,,r,sdownside
1611,el retiro Farm,2027-07-01,,r,sdownside
1612,el retiro Farm,2027-10-01,,r,sdownside
1613,el retiro Farm,2028-01-01,,r,sdownside
1614,el retiro Farm,2028-04-01,,r,sdownside
1615,el retiro Farm,2028-07-01,,r,sdownside
1616,el retiro Farm,2028-10-01,,r,sdownside
1617,la moraleja Property,2023-10-01,,r,sdownside
1618,la moraleja Property,2024-01-01,,r,sdownside
1619,la moraleja Property,2024-04-01,,r,sdownside
1620,la moraleja Property,2024-07-01,,r,sdownside
1621,la moraleja Property,2024-10-01,,r,sdownside
1622,la moraleja Property,2025-01-01,,r,sdownside
1623,la moraleja Property,2025-04-01,,r,sdownside
1624,la moraleja Property,2025-07-01,,r,sdownside
1625,la moraleja Property,2025-10-01,,r,sdownside
1626,la moraleja Property,2026-01-01,,r,sdownside
1627,la moraleja Property,2026-04-01,,r,sdownside
1628,la moraleja Property,2026-07-01,,r,sdownside
1629,la moraleja Property,2026-10-01,,r,sdownside
1630,la moraleja Property,2027-01-01,,r,sdownside
1631,la moraleja Property,2027-04-01,,r,sdownside
1632,la moraleja Property,2027-07-01,,r,sdownside
1633,la moraleja Property,2027-10-01,,r,sdownside
1634,la moraleja Property,2028-01-01,,r,sdownside
1635,la moraleja Property,2028-04-01,,r,sdownside
1636,la moraleja Property,2028-07-01,,r,sdownside
1637,la moraleja Property,2028-10-01,,r,sdownside
1638,la volcana Apartments,2023-10-01,,r,sdownside
1639,la volcana Apartments,2024-01-01,,r,sdownside
1640,la volcana Apartments,2024-04-01,,r,sdownside
1641,la volcana Apartments,2024-07-01,,r,sdownside
1642,la volcana Apartments,2024-10-01,,r,sdownside
1643,la volcana Apartments,2025-01-01,,r,sdownside
1644,la volcana Apartments,2025-04-01,,r,sdownside
1645,la volcana Apartments,2025-07-01,,r,sdownside
1646,la volcana Apartments,2025-10-01,,r,sdownside
1647,la volcana Apartments,2026-01-01,,r,sdownside
1648,la volcana Apartments,2026-04-01,,r,sdownside
1649,la volcana Apartments,2026-07-01,,r,sdownside
1650,la volcana Apartments,2026-10-01,,r,sdownside
1651,la volcana Apartments,2027-01-01,,r,sdownside
1652,la volcana Apartments,2027-04-01,,r,sdownside
1653,la volcana Apartments,2027-07-01,,r,sdownside
1654,la volcana Apartments,2027-10-01,,r,sdownside
1655,la volcana Apartments,2028-01-01,,r,sdownside
1656,la volcana Apartments,2028-04-01,,r,sdownside
1657,la volcana Apartments,2028-07-01,,r,sdownside
1658,la volcana Apartments,2028-10-01,,r,sdownside
1659,lagasca Property,2023-10-01,,r,sdownside
1660,lagasca Property,2024-01-01,,r,sdownside
1661,lagasca Property,2024-04-01,,r,sdownside
1662,lagasca Property,2024-07-01,,r,sdownside
1663,lagasca Property,2024-10-01,,r,sdownside
1664,lagasca Property,2025-01-01,,r,sdownside
1665,lagasca Property,2025-04-01,,r,sdownside
1666,lagasca Property,2025-07-01,,r,sdownside
1667,lagasca Property,2025-10-01,,r,sdownside
1668,lagasca Property,2026-01-01,,r,sdownside
1669,lagasca Property,2026-04-01,,r,sdownside
1670,lagasca Property,2026-07-01,,r,sdownside
1671,lagasca Property,2026-10-01,,r,sdownside
1672,lagasca Property,2027-01-01,,r,sdownside
1673,lagasca Property,2027-04-01,,r,sdownside
1674,lagasca Property,2027-07-01,,r,sdownside
1675,lagasca Property,2027-10-01,,r,sdownside
1676,lagasca Property,2028-01-01,,r,sdownside
1677,lagasca Property,2028-04-01,,r,sdownside
1678,lagasca Property,2028-07-01,,r,sdownside
1679,lagasca Property,2028-10-01,,r,sdownside
1680,Patricia Manor Place,2023-10-01,882.841639085221,r,trend
1681,Patricia Manor Place,2024-01-01,883.2720559204683,r,trend
1682,Patricia Manor Place,2024-04-01,890.8606870596566,r,trend
1683,Patricia Manor Place,2024-07-01,891.806799440374,r,trend
1684,Patricia Manor Place,2024-10-01,891.9213296101427,r,trend
1685,Patricia Manor Place,2025-01-01,899.2573807873113,r,trend
1686,Patricia Manor Place,2025-04-01,907.1500532467046,r,trend
1687,Patricia Manor Place,2025-07-01,909.4217581110889,r,trend
1688,Patricia Manor Place,2025-10-01,910.9039822352673,r,trend
1689,Patricia Manor Place,2026-01-01,919.7022643861842,r,trend
1690,Patricia Manor Place,2026-04-01,928.4281078684435,r,trend
1691,Patricia Manor Place,2026-07-01,931.5538744717455,r,trend
1692,Patricia Manor Place,2026-10-01,934.2750345282737,r,trend
1693,Patricia Manor Place,2027-01-01,944.2470845566066,r,trend
1694,Patricia Manor Place,2027-04-01,954.115319587755,r,trend
1695,Patricia Manor Place,2027-07-01,957.6322595075259,r,trend
1696,Patricia Manor Place,2027-10-01,959.9548557535592,r,trend
1697,Patricia Manor Place,2028-01-01,969.8527947746428,r,trend
1698,Patricia Manor Place,2028-04-01,979.5228627615685,r,trend
1699,Patricia Manor Place,2028-07-01,982.603148275061,r,trend
1700,Patricia Manor Place,2028-10-01,984.5323128305836,r,trend
1701,Regency - Tanglewood - Marquee - Wildwood,2023-10-01,910.265499831922,r,trend
1702,Regency - Tanglewood - Marquee - Wildwood,2024-01-01,910.2580543821099,r,trend
1703,Regency - Tanglewood - Marquee - Wildwood,2024-04-01,935.8409522437379,r,trend
1704,Regency - Tanglewood - Marquee - Wildwood,2024-07-01,937.405107927802,r,trend
1705,Regency - Tanglewood - Marquee - Wildwood,2024-10-01,937.2814686738227,r,trend
1706,Regency - Tanglewood - Marquee - Wildwood,2025-01-01,946.8984365761743,r,trend
1707,Regency - Tanglewood - Marquee - Wildwood,2025-04-01,960.1201903537169,r,trend
1708,Regency - Tanglewood - Marquee - Wildwood,2025-07-01,961.891441976424,r,trend
1709,Regency - Tanglewood - Marquee - Wildwood,2025-10-01,961.3389929051287,r,trend
1710,Regency - Tanglewood - Marquee - Wildwood,2026-01-01,971.9946882026165,r,trend
1711,Regency - Tanglewood - Marquee - Wildwood,2026-04-01,985.7203604361563,r,trend
1712,Regency - Tanglewood - Marquee - Wildwood,2026-07-01,987.7942617418781,r,trend
1713,Regency - Tanglewood - Marquee - Wildwood,2026-10-01,988.2206157225878,r,trend
1714,Regency - Tanglewood - Marquee - Wildwood,2027-01-01,999.8062975229985,r,trend
1715,Regency - Tanglewood - Marquee - Wildwood,2027-04-01,1014.2526662741188,r,trend
1716,Regency - Tanglewood - Marquee - Wildwood,2027-07-01,1016.675808138696,r,trend
1717,Regency - Tanglewood - Marquee - Wildwood,2027-10-01,1016.4975560051967,r,trend
1718,Regency - Tanglewood - Marquee - Wildwood,2028-01-01,1027.8603409878972,r,trend
1719,Regency - Tanglewood - Marquee - Wildwood,2028-04-01,1042.3825300512292,r,trend
1720,Regency - Tanglewood - Marquee - Wildwood,2028-07-01,1043.743407034257,r,trend
1721,Regency - Tanglewood - Marquee - Wildwood,2028-10-01,1043.2286651991185,r,trend
1722,Sutton Place,2023-10-01,842.8843412202657,r,trend
1723,Sutton Place,2024-01-01,843.2952774454799,r,trend
1724,Sutton Place,2024-04-01,850.5404481254061,r,trend
1725,Sutton Place,2024-07-01,851.4437395827139,r,trend
1726,Sutton Place,2024-10-01,851.5530861318814,r,trend
1727,Sutton Place,2025-01-01,858.5571085860478,r,trend
1728,Sutton Place,2025-04-01,866.0925597155349,r,trend
1729,Sutton Place,2025-07-01,868.2614475129519,r,trend
1730,Sutton Place,2025-10-01,869.6765863658762,r,trend
1731,Sutton Place,2026-01-01,878.0766594099272,r,trend
1732,Sutton Place,2026-04-01,886.4075723500512,r,trend
1733,Sutton Place,2026-07-01,889.3918671630626,r,trend
1734,Sutton Place,2026-10-01,891.989867869031,r,trend
1735,Sutton Place,2027-01-01,901.5105842088904,r,trend
1736,Sutton Place,2027-04-01,910.9321842048477,r,trend
1737,Sutton Place,2027-07-01,914.2899478808552,r,trend
1738,Sutton Place,2027-10-01,916.5074237226006,r,trend
1739,Sutton Place,2028-01-01,925.9573833097686,r,trend
1740,Sutton Place,2028-04-01,935.1897852761741,r,trend
1741,Sutton Place,2028-07-01,938.1306574675907,r,trend
1742,Sutton Place,2028-10-01,939.9725082860139,r,trend
1743,Turks (Approx) - Miami S. Beach 5 stars,2023-10-01,5015.261253065663,r,trend
1744,Turks (Approx) - Miami S. Beach 5 stars,2024-01-01,5015.150633397564,r,trend
1745,Turks (Approx) - Miami S. Beach 5 stars,2024-04-01,5004.625521964962,r,trend
1746,Turks (Approx) - Miami S. Beach 5 stars,2024-07-01,5057.545390490329,r,trend
1747,Turks (Approx) - Miami S. Beach 5 stars,2024-10-01,5160.874133249344,r,trend
1748,Turks (Approx) - Miami S. Beach 5 stars,2025-01-01,5129.816306796002,r,trend
1749,Turks (Approx) - Miami S. Beach 5 stars,2025-04-01,5128.7018030976315,r,trend
1750,Turks (Approx) - Miami S. Beach 5 stars,2025-07-01,5228.776783613846,r,trend
1751,Turks (Approx) - Miami S. Beach 5 stars,2025-10-01,5021.2784585197005,r,trend
1752,Turks (Approx) - Miami S. Beach 5 stars,2026-01-01,5085.8482287670295,r,trend
1753,Turks (Approx) - Miami S. Beach 5 stars,2026-04-01,5246.8185866388685,r,trend
1754,Turks (Approx) - Miami S. Beach 5 stars,2026-07-01,5320.776296068658,r,trend
1755,Turks (Approx) - Miami S. Beach 5 stars,2026-10-01,5272.400142337277,r,trend
1756,Turks (Approx) - Miami S. Beach 5 stars,2027-01-01,5379.948289447909,r,trend
1757,Turks (Approx) - Miami S. Beach 5 stars,2027-04-01,5472.040644237132,r,trend
1758,Turks (Approx) - Miami S. Beach 5 stars,2027-07-01,5500.188065596042,r,trend
1759,Turks (Approx) - Miami S. Beach 5 stars,2027-10-01,5507.845313435855,r,trend
1760,Turks (Approx) - Miami S. Beach 5 stars,2028-01-01,5573.371019035437,r,trend
1761,Turks (Approx) - Miami S. Beach 5 stars,2028-04-01,5649.6117163414165,r,trend
1762,Turks (Approx) - Miami S. Beach 5 stars,2028-07-01,5659.605538261636,r,trend
1763,Turks (Approx) - Miami S. Beach 5 stars,2028-10-01,5659.180876935847,r,trend
1764,el retiro Farm,2023-10-01,,r,trend
1765,el retiro Farm,2024-01-01,,r,trend
1766,el retiro Farm,2024-04-01,,r,trend
1767,el retiro Farm,2024-07-01,,r,trend
1768,el retiro Farm,2024-10-01,,r,trend
1769,el retiro Farm,2025-01-01,,r,trend
1770,el retiro Farm,2025-04-01,,r,trend
1771,el retiro Farm,2025-07-01,,r,trend
1772,el retiro Farm,2025-10-01,,r,trend
1773,el retiro Farm,2026-01-01,,r,trend
1774,el retiro Farm,2026-04-01,,r,trend
1775,el retiro Farm,2026-07-01,,r,trend
1776,el retiro Farm,2026-10-01,,r,trend
1777,el retiro Farm,2027-01-01,,r,trend
1778,el retiro Farm,2027-04-01,,r,trend
1779,el retiro Farm,2027-07-01,,r,trend
1780,el retiro Farm,2027-10-01,,r,trend
1781,el retiro Farm,2028-01-01,,r,trend
1782,el retiro Farm,2028-04-01,,r,trend
1783,el retiro Farm,2028-07-01,,r,trend
1784,el retiro Farm,2028-10-01,,r,trend
1785,la moraleja Property,2023-10-01,,r,trend
1786,la moraleja Property,2024-01-01,,r,trend
1787,la moraleja Property,2024-04-01,,r,trend
1788,la moraleja Property,2024-07-01,,r,trend
1789,la moraleja Property,2024-10-01,,r,trend
1790,la moraleja Property,2025-01-01,,r,trend
1791,la moraleja Property,2025-04-01,,r,trend
1792,la moraleja Property,2025-07-01,,r,trend
1793,la moraleja Property,2025-10-01,,r,trend
1794,la moraleja Property,2026-01-01,,r,trend
1795,la moraleja Property,2026-04-01,,r,trend
1796,la moraleja Property,2026-07-01,,r,trend
1797,la moraleja Property,2026-10-01,,r,trend
1798,la moraleja Property,2027-01-01,,r,trend
1799,la moraleja Property,2027-04-01,,r,trend
1800,la moraleja Property,2027-07-01,,r,trend
1801,la moraleja Property,2027-10-01,,r,trend
1802,la moraleja Property,2028-01-01,,r,trend
1803,la moraleja Property,2028-04-01,,r,trend
1804,la moraleja Property,2028-07-01,,r,trend
1805,la moraleja Property,2028-10-01,,r,trend
1806,la volcana Apartments,2023-10-01,,r,trend
1807,la volcana Apartments,2024-01-01,,r,trend
1808,la volcana Apartments,2024-04-01,,r,trend
1809,la volcana Apartments,2024-07-01,,r,trend
1810,la volcana Apartments,2024-10-01,,r,trend
1811,la volcana Apartments,2025-01-01,,r,trend
1812,la volcana Apartments,2025-04-01,,r,trend
1813,la volcana Apartments,2025-07-01,,r,trend
1814,la volcana Apartments,2025-10-01,,r,trend
1815,la volcana Apartments,2026-01-01,,r,trend
1816,la volcana Apartments,2026-04-01,,r,trend
1817,la volcana Apartments,2026-07-01,,r,trend
1818,la volcana Apartments,2026-10-01,,r,trend
1819,la volcana Apartments,2027-01-01,,r,trend
1820,la volcana Apartments,2027-04-01,,r,trend
1821,la volcana Apartments,2027-07-01,,r,trend
1822,la volcana Apartments,2027-10-01,,r,trend
1823,la volcana Apartments,2028-01-01,,r,trend
1824,la volcana Apartments,2028-04-01,,r,trend
1825,la volcana Apartments,2028-07-01,,r,trend
1826,la volcana Apartments,2028-10-01,,r,trend
1827,lagasca Property,2023-10-01,,r,trend
1828,lagasca Property,2024-01-01,,r,trend
1829,lagasca Property,2024-04-01,,r,trend
1830,lagasca Property,2024-07-01,,r,trend
1831,lagasca Property,2024-10-01,,r,trend
1832,lagasca Property,2025-01-01,,r,trend
1833,lagasca Property,2025-04-01,,r,trend
1834,lagasca Property,2025-07-01,,r,trend
1835,lagasca Property,2025-10-01,,r,trend
1836,lagasca Property,2026-01-01,,r,trend
1837,lagasca Property,2026-04-01,,r,trend
1838,lagasca Property,2026-07-01,,r,trend
1839,lagasca Property,2026-10-01,,r,trend
1840,lagasca Property,2027-01-01,,r,trend
1841,lagasca Property,2027-04-01,,r,trend
1842,lagasca Property,2027-07-01,,r,trend
1843,lagasca Property,2027-10-01,,r,trend
1844,lagasca Property,2028-01-01,,r,trend
1845,lagasca Property,2028-04-01,,r,trend
1846,lagasca Property,2028-07-01,,r,trend
1847,lagasca Property,2028-10-01,,r,trend
1848,Patricia Manor Place,2023-10-01,882.841639085221,r,upside
1849,Patricia Manor Place,2024-01-01,883.2720559204683,r,upside
1850,Patricia Manor Place,2024-04-01,893.5644889606195,r,upside
1851,Patricia Manor Place,2024-07-01,894.5050778034281,r,upside
1852,Patricia Manor Place,2024-10-01,895.3246088281285,r,upside
1853,Patricia Manor Place,2025-01-01,903.4055450594684,r,upside
1854,Patricia Manor Place,2025-04-01,911.4676990974497,r,upside
1855,Patricia Manor Place,2025-07-01,913.4497921246569,r,upside
1856,Patricia Manor Place,2025-10-01,914.2521009888812,r,upside
1857,Patricia Manor Place,2026-01-01,922.0444055751118,r,upside
1858,Patricia Manor Place,2026-04-01,929.4384707307618,r,upside
1859,Patricia Manor Place,2026-07-01,931.0640002341275,r,upside
1860,Patricia Manor Place,2026-10-01,932.0212170305648,r,upside
1861,Patricia Manor Place,2027-01-01,940.0276164993685,r,upside
1862,Patricia Manor Place,2027-04-01,947.8185911700648,r,upside
1863,Patricia Manor Place,2027-07-01,949.2540954512018,r,upside
1864,Patricia Manor Place,2027-10-01,949.4874440824631,r,upside
1865,Patricia Manor Place,2028-01-01,957.2086256664105,r,upside
1866,Patricia Manor Place,2028-04-01,964.7215569647248,r,upside
1867,Patricia Manor Place,2028-07-01,965.7582903774967,r,upside
1868,Patricia Manor Place,2028-10-01,965.7267646594679,r,upside
1869,Regency - Tanglewood - Marquee - Wildwood,2023-10-01,910.265499831922,r,upside
1870,Regency - Tanglewood - Marquee - Wildwood,2024-01-01,910.2580543821099,r,upside
1871,Regency - Tanglewood - Marquee - Wildwood,2024-04-01,938.7592869125943,r,upside
1872,Regency - Tanglewood - Marquee - Wildwood,2024-07-01,940.6312122041171,r,upside
1873,Regency - Tanglewood - Marquee - Wildwood,2024-10-01,941.6314964871756,r,upside
1874,Regency - Tanglewood - Marquee - Wildwood,2025-01-01,952.52287201294,r,upside
1875,Regency - Tanglewood - Marquee - Wildwood,2025-04-01,966.4003922967819,r,upside
1876,Regency - Tanglewood - Marquee - Wildwood,2025-07-01,968.089573148318,r,upside
1877,Regency - Tanglewood - Marquee - Wildwood,2025-10-01,967.7269317239432,r,upside
1878,Regency - Tanglewood - Marquee - Wildwood,2026-01-01,977.7714444633258,r,upside
1879,Regency - Tanglewood - Marquee - Wildwood,2026-04-01,991.0122211331908,r,upside
1880,Regency - Tanglewood - Marquee - Wildwood,2026-07-01,992.097892457968,r,upside
1881,Regency - Tanglewood - Marquee - Wildwood,2026-10-01,991.7595757211672,r,upside
1882,Regency - Tanglewood - Marquee - Wildwood,2027-01-01,1002.2023728685688,r,upside
1883,Regency - Tanglewood - Marquee - Wildwood,2027-04-01,1016.0606518845788,r,upside
1884,Regency - Tanglewood - Marquee - Wildwood,2027-07-01,1017.1616397814395,r,upside
1885,Regency - Tanglewood - Marquee - Wildwood,2027-10-01,1015.626155570799,r,upside
1886,Regency - Tanglewood - Marquee - Wildwood,2028-01-01,1025.8641533160699,r,upside
1887,Regency - Tanglewood - Marquee - Wildwood,2028-04-01,1038.8714852269914,r,upside
1888,Regency - Tanglewood - Marquee - Wildwood,2028-07-01,1039.0733802838486,r,upside
1889,Regency - Tanglewood - Marquee - Wildwood,2028-10-01,1037.3826744047662,r,upside
1890,Sutton Place,2023-10-01,842.8843412202657,r,upside
1891,Sutton Place,2024-01-01,843.2952774454799,r,upside
1892,Sutton Place,2024-04-01,853.1218763036745,r,upside
1893,Sutton Place,2024-07-01,854.0198942176814,r,upside
1894,Sutton Place,2024-10-01,854.8023333746971,r,upside
1895,Sutton Place,2025-01-01,862.5175274822765,r,upside
1896,Sutton Place,2025-04-01,870.2147894761279,r,upside
1897,Sutton Place,2025-07-01,872.1071732304849,r,upside
1898,Sutton Place,2025-10-01,872.8731696997697,r,upside
1899,Sutton Place,2026-01-01,880.3127955929913,r,upside
1900,Sutton Place,2026-04-01,887.3722063205115,r,upside
1901,Sutton Place,2026-07-01,888.924164569783,r,upside
1902,Sutton Place,2026-10-01,889.8380578583981,r,upside
1903,Sutton Place,2027-01-01,897.4820887276279,r,upside
1904,Sutton Place,2027-04-01,904.9204448971195,r,upside
1905,Sutton Place,2027-07-01,906.2909784410275,r,upside
1906,Sutton Place,2027-10-01,906.5137657435602,r,upside
1907,Sutton Place,2028-01-01,913.88548765234,r,upside
1908,Sutton Place,2028-04-01,921.0583846563534,r,upside
1909,Sutton Place,2028-07-01,922.0481956495806,r,upside
1910,Sutton Place,2028-10-01,922.0180967814532,r,upside
1911,Turks (Approx) - Miami S. Beach 5 stars,2023-10-01,5015.261253065663,r,upside
1912,Turks (Approx) - Miami S. Beach 5 stars,2024-01-01,5015.150633397564,r,upside
1913,Turks (Approx) - Miami S. Beach 5 stars,2024-04-01,5030.2872729331675,r,upside
1914,Turks (Approx) - Miami S. Beach 5 stars,2024-07-01,5069.177586877899,r,upside
1915,Turks (Approx) - Miami S. Beach 5 stars,2024-10-01,5179.35482904614,r,upside
1916,Turks (Approx) - Miami S. Beach 5 stars,2025-01-01,5151.457956701721,r,upside
1917,Turks (Approx) - Miami S. Beach 5 stars,2025-04-01,5150.883724413287,r,upside
1918,Turks (Approx) - Miami S. Beach 5 stars,2025-07-01,5248.475851099467,r,upside
1919,Turks (Approx) - Miami S. Beach 5 stars,2025-10-01,5034.376703560386,r,upside
1920,Turks (Approx) - Miami S. Beach 5 stars,2026-01-01,5090.696012172325,r,upside
1921,Turks (Approx) - Miami S. Beach 5 stars,2026-04-01,5241.910774160091,r,upside
1922,Turks (Approx) - Miami S. Beach 5 stars,2026-07-01,5305.27840680005,r,upside
1923,Turks (Approx) - Miami S. Beach 5 stars,2026-10-01,5246.199368861887,r,upside
1924,Turks (Approx) - Miami S. Beach 5 stars,2027-01-01,5340.934412152178,r,upside
1925,Turks (Approx) - Miami S. Beach 5 stars,2027-04-01,5419.60904820997,r,upside
1926,Turks (Approx) - Miami S. Beach 5 stars,2027-07-01,5434.59648431182,r,upside
1927,Turks (Approx) - Miami S. Beach 5 stars,2027-10-01,5428.503275921158,r,upside
1928,Turks (Approx) - Miami S. Beach 5 stars,2028-01-01,5478.640170474998,r,upside
1929,Turks (Approx) - Miami S. Beach 5 stars,2028-04-01,5538.815696687744,r,upside
1930,Turks (Approx) - Miami S. Beach 5 stars,2028-07-01,5534.065897670653,r,upside
1931,Turks (Approx) - Miami S. Beach 5 stars,2028-10-01,5518.691839110429,r,upside
1932,el retiro Farm,2023-10-01,,r,upside
1933,el retiro Farm,2024-01-01,,r,upside
1934,el retiro Farm,2024-04-01,,r,upside
1935,el retiro Farm,2024-07-01,,r,upside
1936,el retiro Farm,2024-10-01,,r,upside
1937,el retiro Farm,2025-01-01,,r,upside
1938,el retiro Farm,2025-04-01,,r,upside
1939,el retiro Farm,2025-07-01,,r,upside
1940,el retiro Farm,2025-10-01,,r,upside
1941,el retiro Farm,2026-01-01,,r,upside
1942,el retiro Farm,2026-04-01,,r,upside
1943,el retiro Farm,2026-07-01,,r,upside
1944,el retiro Farm,2026-10-01,,r,upside
1945,el retiro Farm,2027-01-01,,r,upside
1946,el retiro Farm,2027-04-01,,r,upside
1947,el retiro Farm,2027-07-01,,r,upside
1948,el retiro Farm,2027-10-01,,r,upside
1949,el retiro Farm,2028-01-01,,r,upside
1950,el retiro Farm,2028-04-01,,r,upside
1951,el retiro Farm,2028-07-01,,r,upside
1952,el retiro Farm,2028-10-01,,r,upside
1953,la moraleja Property,2023-10-01,,r,upside
1954,la moraleja Property,2024-01-01,,r,upside
1955,la moraleja Property,2024-04-01,,r,upside
1956,la moraleja Property,2024-07-01,,r,upside
1957,la moraleja Property,2024-10-01,,r,upside
1958,la moraleja Property,2025-01-01,,r,upside
1959,la moraleja Property,2025-04-01,,r,upside
1960,la moraleja Property,2025-07-01,,r,upside
1961,la moraleja Property,2025-10-01,,r,upside
1962,la moraleja Property,2026-01-01,,r,upside
1963,la moraleja Property,2026-04-01,,r,upside
1964,la moraleja Property,2026-07-01,,r,upside
1965,la moraleja Property,2026-10-01,,r,upside
1966,la moraleja Property,2027-01-01,,r,upside
1967,la moraleja Property,2027-04-01,,r,upside
1968,la moraleja Property,2027-07-01,,r,upside
1969,la moraleja Property,2027-10-01,,r,upside
1970,la moraleja Property,2028-01-01,,r,upside
1971,la moraleja Property,2028-04-01,,r,upside
1972,la moraleja Property,2028-07-01,,r,upside
1973,la moraleja Property,2028-10-01,,r,upside
1974,la volcana Apartments,2023-10-01,,r,upside
1975,la volcana Apartments,2024-01-01,,r,upside
1976,la volcana Apartments,2024-04-01,,r,upside
1977,la volcana Apartments,2024-07-01,,r,upside
1978,la volcana Apartments,2024-10-01,,r,upside
1979,la volcana Apartments,2025-01-01,,r,upside
1980,la volcana Apartments,2025-04-01,,r,upside
1981,la volcana Apartments,2025-07-01,,r,upside
1982,la volcana Apartments,2025-10-01,,r,upside
1983,la volcana Apartments,2026-01-01,,r,upside
1984,la volcana Apartments,2026-04-01,,r,upside
1985,la volcana Apartments,2026-07-01,,r,upside
1986,la volcana Apartments,2026-10-01,,r,upside
1987,la volcana Apartments,2027-01-01,,r,upside
